B_index,B_id,Latitude,Longitude,Media,B_Size,Zone,End_time,Start_time,Influence,Cost
92,70,40.818089,-73.960708,Poster,242.74,1,0.583333333,13:55,0.011599924,0.00115801
93,70,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.011599924,0.001066665
94,70,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.011599924,0.001065332
95,70,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.011599924,0.001048113
96,70,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.011599924,0.001091349
97,70,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.023199847,0.002140026
98,70,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.011599924,0.00110662
99,70,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.011599924,0.001204685
100,70,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.011599924,0.001267645
101,70,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.011599924,0.001189975
102,70,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.011599924,0.001054096
103,70,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.011599924,0.001263959
104,70,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.023199847,0.002445729
105,70,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.011599924,0.001153039
106,75,40.83186,-73.94138,Poster,242.74,1,1:10,1:05,0.011599924,0.001067589
107,75,40.83186,-73.94138,Poster,242.74,1,1:50,1:45,0.011599924,0.001157124
108,75,40.83186,-73.94138,Poster,242.74,1,9:30,9:25,0.011599924,0.001163306
109,75,40.83186,-73.94138,Poster,242.74,1,0.458333333,10:55,0.046399694,0.004180081
110,75,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.034799771,0.003183665
111,75,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.023199847,0.002460555
112,75,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.023199847,0.002413059
113,75,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.011599924,0.001077749
114,75,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.011599924,0.001205694
115,75,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.011599924,0.001236772
116,75,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.034799771,0.003280403
117,75,40.83186,-73.94138,Poster,242.74,1,0.5,11:55,0.081199465,0.007309724
118,75,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.092799388,0.00961256
119,75,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.011599924,0.001122335
120,75,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.011599924,0.001146654
121,75,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.011599924,0.001153828
122,75,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.011599924,0.00122694
123,76,40.83186,-73.94138,Poster,242.74,1,1:10,1:05,0.011599924,0.001265589
124,76,40.83186,-73.94138,Poster,242.74,1,1:50,1:45,0.011599924,0.001241955
125,76,40.83186,-73.94138,Poster,242.74,1,9:30,9:25,0.011599924,0.001147978
126,76,40.83186,-73.94138,Poster,242.74,1,0.458333333,10:55,0.046399694,0.004768017
127,76,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.034799771,0.003760831
128,76,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.023199847,0.002462094
129,76,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.023199847,0.002528789
130,76,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.011599924,0.001064784
131,76,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.011599924,0.001053661
132,76,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.011599924,0.001159
133,76,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.034799771,0.003564796
134,76,40.83186,-73.94138,Poster,242.74,1,0.5,11:55,0.081199465,0.007454043
135,76,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.092799388,0.009899973
136,76,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.011599924,0.00123944
137,76,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.011599924,0.001211612
138,76,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.011599924,0.001069023
139,76,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.011599924,0.001260252
140,104,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.011599924,0.001181421
141,104,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.011599924,0.001259744
142,105,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.011599924,0.001046874
143,105,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.011599924,0.001237186
144,106,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.011599924,0.001196052
145,106,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.011599924,0.001063446
146,125,40.74737,-73.94792,Poster,242.74,3,23:15,23:10,0.011599924,0.001167114
147,143,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.011599924,0.001275449
148,143,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.011599924,0.001273197
149,143,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.011599924,0.001062259
150,143,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.011599924,0.001143304
151,143,40.7514,-73.9153,Poster,242.74,3,0.666666667,15:55,0.011599924,0.001200303
152,143,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.011599924,0.001140826
153,143,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.011599924,0.001227693
154,143,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.011599924,0.001174412
155,143,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.011599924,0.001143154
156,143,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.011599924,0.001147441
157,143,40.7514,-73.9153,Poster,242.74,3,0.916666667,21:55,0.011599924,0.001249961
158,143,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.011599924,0.001133206
159,143,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.011599924,0.001135002
160,143,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.011599924,0.001263224
161,144,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.011599924,0.001098403
162,144,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.011599924,0.001094122
163,144,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.011599924,0.001275839
164,144,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.011599924,0.001152812
165,144,40.7514,-73.9153,Poster,242.74,3,0.666666667,15:55,0.011599924,0.00126428
166,144,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.011599924,0.001089494
167,144,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.011599924,0.001268369
168,144,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.011599924,0.001251246
169,144,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.011599924,0.001180179
170,144,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.011599924,0.001095385
171,144,40.7514,-73.9153,Poster,242.74,3,0.916666667,21:55,0.011599924,0.001186304
172,144,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.011599924,0.001056043
173,144,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.011599924,0.001059326
174,144,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.011599924,0.001084693
175,162,40.74275926,-73.95183923,Poster,242.74,3,0:45,0:40,0.011599924,0.001158375
176,162,40.74275926,-73.95183923,Poster,242.74,3,0:55,0:50,0.011599924,0.001245015
177,162,40.74275926,-73.95183923,Poster,242.74,3,2:20,2:15,0.011599924,0.00122967
178,162,40.74275926,-73.95183923,Poster,242.74,3,2:35,2:30,0.011599924,0.001145957
179,162,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.011599924,0.00126611
180,162,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.011599924,0.001215324
181,162,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.011599924,0.001071401
182,162,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.011599924,0.001241438
183,162,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.011599924,0.001161156
184,162,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.011599924,0.001248423
185,162,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.011599924,0.001083808
186,162,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.011599924,0.001093007
187,162,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.011599924,0.001205969
188,162,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.011599924,0.001057353
189,162,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.011599924,0.001120864
190,163,40.74275926,-73.95183923,Poster,242.74,3,0:45,0:40,0.011599924,0.001154971
191,163,40.74275926,-73.95183923,Poster,242.74,3,0:55,0:50,0.011599924,0.001273054
192,163,40.74275926,-73.95183923,Poster,242.74,3,2:20,2:15,0.011599924,0.001173402
193,163,40.74275926,-73.95183923,Poster,242.74,3,2:35,2:30,0.011599924,0.001163235
194,163,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.011599924,0.001203233
195,163,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.011599924,0.001235118
196,163,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.011599924,0.001050889
197,163,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.011599924,0.001239737
198,163,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.011599924,0.001099915
199,163,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.011599924,0.001088539
200,163,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.011599924,0.001123596
201,163,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.011599924,0.001211428
202,163,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.011599924,0.001216026
203,163,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.011599924,0.001174917
204,163,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.011599924,0.001270971
205,167,40.755411,-73.912092,Poster,242.74,3,0:30,0:25,0.011599924,0.001087677
206,167,40.755411,-73.912092,Poster,242.74,3,0:35,0:30,0.011599924,0.001097086
207,167,40.755411,-73.912092,Poster,242.74,3,0:45,0:40,0.011599924,0.001142671
208,167,40.755411,-73.912092,Poster,242.74,3,0:55,0:50,0.011599924,0.001197962
209,167,40.755411,-73.912092,Poster,242.74,3,2:10,2:05,0.011599924,0.001170884
210,167,40.755411,-73.912092,Poster,242.74,3,14:15,14:10,0.011599924,0.001252831
211,167,40.755411,-73.912092,Poster,242.74,3,17:40,17:35,0.011599924,0.001071746
212,167,40.755411,-73.912092,Poster,242.74,3,17:55,17:50,0.011599924,0.001133409
213,167,40.755411,-73.912092,Poster,242.74,3,0.75,17:55,0.011599924,0.001170602
214,167,40.755411,-73.912092,Poster,242.74,3,19:05,19:00,0.011599924,0.001069286
215,167,40.755411,-73.912092,Poster,242.74,3,22:15,22:10,0.011599924,0.001241586
216,167,40.755411,-73.912092,Poster,242.74,3,23:50,23:45,0.011599924,0.001139697
217,171,40.74201,-73.91488,Poster,242.74,3,0:50,0:45,0.011599924,0.001216781
218,171,40.74201,-73.91488,Poster,242.74,3,8:15,8:10,0.011599924,0.001065335
219,171,40.74201,-73.91488,Poster,242.74,3,8:25,8:20,0.011599924,0.001204742
220,171,40.74201,-73.91488,Poster,242.74,3,21:55,21:50,0.011599924,0.001268098
221,171,40.74201,-73.91488,Poster,242.74,3,23:50,23:45,0.011599924,0.001140084
222,176,40.74287,-73.91571,Poster,242.74,3,0:50,0:45,0.011599924,0.001263981
223,176,40.74287,-73.91571,Poster,242.74,3,8:15,8:10,0.023199847,0.002404532
224,176,40.74287,-73.91571,Poster,242.74,3,8:25,8:20,0.011599924,0.001204313
225,176,40.74287,-73.91571,Poster,242.74,3,12:40,12:35,0.011599924,0.001176478
226,176,40.74287,-73.91571,Poster,242.74,3,16:55,16:50,0.011599924,0.001261892
227,176,40.74287,-73.91571,Poster,242.74,3,0.75,17:55,0.011599924,0.001098038
228,176,40.74287,-73.91571,Poster,242.74,3,18:10,18:05,0.011599924,0.001236258
229,176,40.74287,-73.91571,Poster,242.74,3,18:15,18:10,0.011599924,0.001184369
230,176,40.74287,-73.91571,Poster,242.74,3,19:05,19:00,0.011599924,0.001054608
231,176,40.74287,-73.91571,Poster,242.74,3,19:15,19:10,0.011599924,0.001253437
232,176,40.74287,-73.91571,Poster,242.74,3,19:20,19:15,0.011599924,0.001082206
233,176,40.74287,-73.91571,Poster,242.74,3,20:10,20:05,0.023199847,0.002406499
234,176,40.74287,-73.91571,Poster,242.74,3,20:15,20:10,0.034799771,0.003767191
235,176,40.74287,-73.91571,Poster,242.74,3,20:25,20:20,0.011599924,0.001108073
236,176,40.74287,-73.91571,Poster,242.74,3,20:30,20:25,0.011599924,0.001247556
237,176,40.74287,-73.91571,Poster,242.74,3,20:35,20:30,0.011599924,0.001131606
238,176,40.74287,-73.91571,Poster,242.74,3,21:05,21:00,0.011599924,0.001206019
239,176,40.74287,-73.91571,Poster,242.74,3,21:15,21:10,0.011599924,0.001118178
240,176,40.74287,-73.91571,Poster,242.74,3,21:35,21:30,0.023199847,0.002320966
241,176,40.74287,-73.91571,Poster,242.74,3,21:40,21:35,0.011599924,0.00124607
242,176,40.74287,-73.91571,Poster,242.74,3,21:55,21:50,0.023199847,0.002384096
243,176,40.74287,-73.91571,Poster,242.74,3,22:45,22:40,0.011599924,0.00121036
244,176,40.74287,-73.91571,Poster,242.74,3,23:50,23:45,0.011599924,0.00118695
245,184,40.74591,-73.93307,Poster,242.74,3,2:30,2:25,0.011599924,0.001114908
246,184,40.74591,-73.93307,Poster,242.74,3,15:45,15:40,0.011599924,0.001225095
247,184,40.74591,-73.93307,Poster,242.74,3,17:55,17:50,0.011599924,0.001131377
248,184,40.74591,-73.93307,Poster,242.74,3,20:35,20:30,0.011599924,0.001227672
249,184,40.74591,-73.93307,Poster,242.74,3,20:50,20:45,0.011599924,0.001266506
250,184,40.74591,-73.93307,Poster,242.74,3,21:15,21:10,0.011599924,0.001091374
251,185,40.74591,-73.93307,Poster,242.74,3,2:30,2:25,0.011599924,0.001060644
252,185,40.74591,-73.93307,Poster,242.74,3,15:45,15:40,0.011599924,0.001170268
253,185,40.74591,-73.93307,Poster,242.74,3,17:55,17:50,0.011599924,0.001157851
254,185,40.74591,-73.93307,Poster,242.74,3,20:35,20:30,0.011599924,0.001149864
255,185,40.74591,-73.93307,Poster,242.74,3,20:50,20:45,0.011599924,0.001162349
256,185,40.74591,-73.93307,Poster,242.74,3,21:15,21:10,0.011599924,0.001051285
257,194,40.74456,-73.93622,Poster,242.74,3,0:40,0:35,0.011599924,0.001044527
258,194,40.74456,-73.93622,Poster,242.74,3,0.041666667,0:55,0.011599924,0.001073755
259,194,40.74456,-73.93622,Poster,242.74,3,1:55,1:50,0.011599924,0.001113227
260,194,40.74456,-73.93622,Poster,242.74,3,7:45,7:40,0.011599924,0.001225525
261,194,40.74456,-73.93622,Poster,242.74,3,12:05,12:00,0.023199847,0.002394959
262,194,40.74456,-73.93622,Poster,242.74,3,12:10,12:05,0.011599924,0.001170631
263,194,40.74456,-73.93622,Poster,242.74,3,12:15,12:10,0.011599924,0.001214052
264,194,40.74456,-73.93622,Poster,242.74,3,12:25,12:20,0.011599924,0.001274495
265,194,40.74456,-73.93622,Poster,242.74,3,12:40,12:35,0.011599924,0.001162725
266,194,40.74456,-73.93622,Poster,242.74,3,12:50,12:45,0.011599924,0.001106017
267,194,40.74456,-73.93622,Poster,242.74,3,0.541666667,12:55,0.023199847,0.002468966
268,194,40.74456,-73.93622,Poster,242.74,3,13:05,13:00,0.069599541,0.006408407
269,194,40.74456,-73.93622,Poster,242.74,3,13:10,13:05,0.023199847,0.002325605
270,194,40.74456,-73.93622,Poster,242.74,3,13:15,13:10,0.046399694,0.004554077
271,194,40.74456,-73.93622,Poster,242.74,3,13:20,13:15,0.023199847,0.002152802
272,194,40.74456,-73.93622,Poster,242.74,3,13:25,13:20,0.011599924,0.001256723
273,194,40.74456,-73.93622,Poster,242.74,3,13:30,13:25,0.011599924,0.001269501
274,194,40.74456,-73.93622,Poster,242.74,3,13:35,13:30,0.011599924,0.001217918
275,194,40.74456,-73.93622,Poster,242.74,3,13:40,13:35,0.011599924,0.001052645
276,194,40.74456,-73.93622,Poster,242.74,3,0.583333333,13:55,0.023199847,0.002201882
277,194,40.74456,-73.93622,Poster,242.74,3,14:05,14:00,0.023199847,0.002119539
278,194,40.74456,-73.93622,Poster,242.74,3,14:15,14:10,0.023199847,0.002349007
279,194,40.74456,-73.93622,Poster,242.74,3,14:25,14:20,0.011599924,0.001221567
280,194,40.74456,-73.93622,Poster,242.74,3,14:30,14:25,0.011599924,0.001258156
281,194,40.74456,-73.93622,Poster,242.74,3,14:35,14:30,0.011599924,0.001082592
282,194,40.74456,-73.93622,Poster,242.74,3,14:45,14:40,0.023199847,0.00211366
283,194,40.74456,-73.93622,Poster,242.74,3,14:50,14:45,0.011599924,0.001058941
284,194,40.74456,-73.93622,Poster,242.74,3,15:40,15:35,0.011599924,0.001269832
285,194,40.74456,-73.93622,Poster,242.74,3,15:50,15:45,0.011599924,0.00119307
286,194,40.74456,-73.93622,Poster,242.74,3,16:50,16:45,0.011599924,0.001085462
287,194,40.74456,-73.93622,Poster,242.74,3,16:55,16:50,0.034799771,0.003583957
288,194,40.74456,-73.93622,Poster,242.74,3,0.708333333,16:55,0.034799771,0.003526429
289,194,40.74456,-73.93622,Poster,242.74,3,17:40,17:35,0.011599924,0.001143895
290,194,40.74456,-73.93622,Poster,242.74,3,17:45,17:40,0.011599924,0.001264494
291,194,40.74456,-73.93622,Poster,242.74,3,0.75,17:55,0.023199847,0.002160034
292,194,40.74456,-73.93622,Poster,242.74,3,0.791666667,18:55,0.011599924,0.001142994
293,194,40.74456,-73.93622,Poster,242.74,3,20:55,20:50,0.011599924,0.001075728
294,194,40.74456,-73.93622,Poster,242.74,3,21:15,21:10,0.011599924,0.001235225
295,194,40.74456,-73.93622,Poster,242.74,3,21:25,21:20,0.011599924,0.001219927
296,194,40.74456,-73.93622,Poster,242.74,3,21:30,21:25,0.011599924,0.001218592
297,194,40.74456,-73.93622,Poster,242.74,3,21:50,21:45,0.011599924,0.001103044
298,194,40.74456,-73.93622,Poster,242.74,3,21:55,21:50,0.011599924,0.001198448
299,194,40.74456,-73.93622,Poster,242.74,3,0.916666667,21:55,0.011599924,0.001197212
300,194,40.74456,-73.93622,Poster,242.74,3,22:05,22:00,0.011599924,0.001104057
301,194,40.74456,-73.93622,Poster,242.74,3,22:10,22:05,0.011599924,0.001238053
302,194,40.74456,-73.93622,Poster,242.74,3,22:15,22:10,0.023199847,0.002342031
303,194,40.74456,-73.93622,Poster,242.74,3,22:20,22:15,0.011599924,0.001218108
304,194,40.74456,-73.93622,Poster,242.74,3,0.958333333,22:55,0.011599924,0.001161603
305,194,40.74456,-73.93622,Poster,242.74,3,23:15,23:10,0.011599924,0.001163838
306,194,40.74456,-73.93622,Poster,242.74,3,23:55,23:50,0.011599924,0.0012487
